typing_wpm,typing_accuracy,typing_errors,typing_backspaces,typing_error_rate,typing_correction_rate,attention_hits,attention_false_clicks,attention_misses,attention_reaction_time,attention_accuracy,attention_score,attention_impulsivity_rate,attention_miss_rate,reading_speed,reading_comprehension,reading_correct_answers,reading_efficiency,risk_label,dominant_issue
24.39,57.41,14,10,0.5833,0.4167,12,9,6,1111.76,36.76,43.48,0.4091,0.3158,89.04,24.05,0,21.42,high,attention_issue
26.42,72.91,6,5,0.2308,0.1923,18,3,7,713.39,77.38,71.19,0.1364,0.2692,147.49,62.14,3,91.65,medium,typing_issue
21.43,78.81,3,10,0.1429,0.4762,18,4,7,601.07,65.84,62.14,0.1739,0.2692,104.63,75.09,4,78.56,medium,balanced
27.0,81.5,3,9,0.1154,0.3462,19,3,4,716.74,63.67,49.19,0.1304,0.1667,121.88,77.63,4,94.62,medium,attention_issue
15.02,44.35,7,8,0.4667,0.5333,5,7,12,1091.29,59.45,25.96,0.5385,0.6667,103.67,57.06,1,59.15,high,attention_issue
56.08,93.4,4,3,0.0714,0.0536,21,0,3,365.99,85.7,91.51,0.0,0.12,178.7,84.76,4,151.47,low,balanced
29.99,79.4,8,9,0.2759,0.3103,17,4,3,457.38,83.2,67.28,0.1818,0.1429,107.23,73.26,2,78.55,medium,balanced
37.24,98.58,3,2,0.0811,0.0541,21,0,3,472.02,99.26,96.29,0.0,0.12,204.86,96.06,4,196.79,low,balanced
31.31,73.2,8,3,0.2581,0.0968,20,3,7,479.06,83.47,69.7,0.125,0.25,140.75,68.93,4,97.01,medium,typing_issue
35.08,88.01,0,1,0.0,0.0286,20,2,2,362.44,93.7,89.99,0.087,0.087,185.23,89.87,5,166.46,low,balanced
39.47,89.34,2,3,0.0513,0.0769,23,0,0,435.01,94.85,80.67,0.0,0.0,195.9,97.16,4,190.35,low,balanced
35.92,77.53,8,6,0.2286,0.1714,12,1,3,520.59,72.23,57.13,0.0714,0.1875,127.45,58.92,2,75.1,medium,reading_issue
15.62,42.81,15,13,1.0,0.8667,8,5,11,1011.13,52.49,24.35,0.3571,0.55,109.69,25.64,2,28.13,high,attention_issue
31.93,76.11,6,3,0.1935,0.0968,19,3,6,618.81,82.18,50.6,0.1304,0.2308,113.46,72.94,3,82.76,medium,balanced
27.17,73.73,3,3,0.1111,0.1111,12,5,5,504.97,65.25,72.08,0.2778,0.2778,109.27,59.19,3,64.67,medium,reading_issue
44.49,97.16,1,5,0.0227,0.1136,23,0,3,453.31,98.39,91.57,0.0,0.1111,196.78,96.28,5,189.46,low,balanced
25.02,72.03,3,4,0.12,0.16,13,3,7,423.67,82.21,73.2,0.1765,0.3333,121.1,79.92,3,96.78,medium,typing_issue
31.16,71.19,7,9,0.2258,0.2903,19,3,4,494.85,84.56,68.6,0.1304,0.1667,106.29,76.62,4,81.44,medium,typing_issue
17.4,63.94,11,12,0.6471,0.7059,5,6,8,851.0,52.2,29.66,0.5,0.5714,78.49,44.49,3,34.92,high,attention_issue
39.58,82.63,6,10,0.1538,0.2564,17,2,4,492.46,67.53,68.35,0.1,0.1818,102.88,62.53,4,64.33,medium,balanced
39.37,92.93,3,4,0.0769,0.1026,19,0,3,419.13,92.0,97.7,0.0,0.1304,171.43,91.36,4,156.62,low,balanced
66.14,94.41,0,6,0.0,0.0909,25,0,2,406.15,91.25,91.53,0.0,0.0714,169.28,83.35,5,141.09,low,balanced
14.13,40.58,13,13,0.9286,0.9286,6,8,10,1140.86,64.82,18.45,0.5333,0.5882,61.89,40.02,3,24.77,high,attention_issue
11.29,44.22,13,6,1.1818,0.5455,9,7,8,1193.95,38.34,43.28,0.4118,0.4444,66.66,52.83,1,35.22,high,attention_issue
22.33,73.95,7,10,0.3182,0.4545,15,3,5,632.32,74.45,72.82,0.1579,0.2381,139.93,60.96,3,85.3,medium,typing_issue
15.62,70.89,13,16,0.8667,1.0667,10,4,8,1044.5,40.52,31.56,0.2667,0.4211,88.33,53.29,1,47.07,high,attention_issue
20.66,45.37,14,17,0.7,0.85,11,7,9,1179.58,35.57,19.56,0.3684,0.4286,103.86,49.24,2,51.14,high,attention_issue
14.29,66.62,15,12,1.0714,0.8571,10,5,8,1159.57,52.59,31.32,0.3125,0.4211,91.08,42.24,1,38.47,high,attention_issue
41.55,90.34,1,4,0.0244,0.0976,19,1,1,446.6,91.02,92.8,0.0476,0.0476,212.37,91.34,5,193.98,low,balanced
28.96,83.3,7,10,0.25,0.3571,19,3,5,453.84,84.0,60.56,0.1304,0.2,124.49,74.77,3,93.08,medium,balanced
36.58,83.83,4,10,0.1111,0.2778,15,2,7,463.41,82.18,73.14,0.1111,0.3043,125.94,55.03,3,69.31,medium,reading_issue
20.16,73.14,6,3,0.3,0.15,18,5,2,429.99,72.15,47.55,0.2083,0.0952,135.61,56.58,3,76.73,medium,attention_issue
64.06,91.27,2,4,0.0312,0.0625,25,2,2,408.98,98.83,84.53,0.0714,0.0714,154.24,86.55,5,133.5,low,balanced
47.41,97.31,2,3,0.0426,0.0638,22,1,3,325.35,99.24,98.75,0.0417,0.1154,206.51,86.82,5,179.29,low,balanced
69.57,89.82,2,4,0.029,0.058,23,0,0,377.18,91.03,79.17,0.0,0.0,158.49,86.14,4,136.52,low,balanced
23.91,55.3,13,16,0.5652,0.6957,6,6,11,1112.32,31.62,17.46,0.4615,0.6111,108.53,46.77,1,50.75,high,attention_issue
40.42,91.36,0,0,0.0,0.0,20,2,1,323.99,88.38,78.12,0.087,0.0455,198.47,80.95,4,160.65,low,balanced
20.31,70.31,3,4,0.15,0.2,15,4,4,553.23,64.16,45.18,0.2,0.2,109.07,62.4,3,68.06,medium,attention_issue
35.26,82.36,3,8,0.0857,0.2286,14,4,7,688.55,65.43,74.04,0.2105,0.3182,149.7,69.53,3,104.08,medium,balanced
59.82,97.37,2,3,0.0339,0.0508,18,2,2,403.76,92.05,81.51,0.0952,0.0952,194.64,91.16,5,177.43,low,balanced
62.04,93.13,1,3,0.0161,0.0484,22,0,1,320.38,89.88,95.81,0.0,0.0417,153.61,85.04,5,130.63,low,balanced
18.15,62.52,10,6,0.5556,0.3333,5,4,9,1106.34,35.24,30.92,0.4,0.6,80.23,30.11,2,24.15,high,attention_issue
39.28,76.58,6,7,0.1538,0.1795,18,4,4,716.63,84.97,72.65,0.1739,0.1739,109.65,69.13,3,75.8,medium,balanced
31.69,74.12,5,9,0.1613,0.2903,17,1,6,498.61,65.83,49.83,0.0526,0.25,129.65,77.67,3,100.69,medium,attention_issue
36.88,79.99,3,10,0.0833,0.2778,16,1,3,653.06,64.77,71.6,0.0556,0.15,117.51,58.78,2,69.07,medium,reading_issue
58.93,97.58,2,2,0.0345,0.0345,23,0,2,273.08,86.75,92.46,0.0,0.0769,194.66,91.69,4,178.49,low,balanced
56.07,97.13,4,5,0.0714,0.0893,24,1,2,300.1,99.55,82.59,0.0385,0.0741,219.22,80.22,4,175.86,low,balanced
45.61,96.56,4,6,0.0889,0.1333,18,2,2,319.89,96.5,98.94,0.0952,0.0952,175.24,84.49,4,148.05,low,balanced
28.98,71.11,8,5,0.2857,0.1786,17,1,3,677.9,60.21,48.79,0.0526,0.1429,106.11,62.52,2,66.34,medium,attention_issue
24.52,75.0,4,8,0.1667,0.3333,19,5,6,655.79,61.95,52.75,0.2,0.2308,147.12,70.94,4,104.37,medium,typing_issue
59.91,95.25,4,4,0.0678,0.0678,21,0,3,404.4,98.5,94.14,0.0,0.12,154.67,94.51,5,146.18,low,balanced
55.45,95.52,2,6,0.0364,0.1091,18,1,1,319.52,91.48,85.85,0.05,0.05,142.09,91.45,5,129.94,low,balanced
20.87,74.1,8,4,0.4,0.2,14,2,7,441.63,64.08,66.28,0.1176,0.3182,131.77,71.23,4,93.86,medium,typing_issue
36.37,83.34,8,6,0.2222,0.1667,20,3,2,748.63,66.24,63.76,0.125,0.087,113.9,59.8,4,68.11,medium,reading_issue
30.51,75.16,4,9,0.1333,0.3,15,2,7,521.75,64.32,64.64,0.1111,0.3043,120.56,74.63,4,89.98,medium,balanced
24.69,76.27,3,5,0.125,0.2083,19,1,5,689.94,82.68,70.13,0.0476,0.2,106.39,71.31,4,75.87,medium,balanced
36.84,84.73,5,9,0.1389,0.25,19,1,5,690.03,65.12,57.18,0.0476,0.2,111.03,70.57,3,78.35,medium,balanced
66.8,97.26,2,0,0.0303,0.0,19,0,0,407.57,85.72,80.96,0.0,0.0,216.23,94.31,5,203.93,low,balanced
32.78,81.69,5,3,0.1562,0.0938,14,5,6,576.44,81.17,50.1,0.25,0.2857,124.32,73.22,4,91.02,medium,balanced
20.95,61.66,11,16,0.55,0.8,12,10,7,1106.15,56.63,48.88,0.4348,0.35,70.46,48.05,2,33.85,high,attention_issue
60.13,98.1,0,0,0.0,0.0,21,1,2,271.22,95.0,97.72,0.0435,0.0833,186.5,83.3,4,155.36,low,balanced
33.29,83.13,3,6,0.0909,0.1818,20,5,2,680.29,83.78,70.2,0.1923,0.087,125.45,76.9,3,96.47,medium,balanced
62.82,98.38,0,5,0.0,0.0806,23,2,1,259.81,97.36,94.03,0.0769,0.04,176.37,84.04,5,148.23,low,balanced
15.09,45.78,11,15,0.7333,1.0,10,8,8,754.5,40.65,15.64,0.4211,0.4211,78.07,58.35,2,45.56,high,attention_issue
69.95,92.57,0,4,0.0,0.058,24,2,0,366.18,91.19,93.27,0.0741,0.0,157.76,84.73,5,133.67,low,balanced
38.07,79.47,4,9,0.1053,0.2368,20,3,3,618.12,71.62,45.63,0.125,0.125,132.44,72.41,4,95.9,medium,attention_issue
22.29,70.87,8,4,0.3636,0.1818,16,1,7,609.27,66.08,62.12,0.0556,0.2917,139.53,55.88,4,77.97,medium,reading_issue
11.12,46.45,12,14,1.0909,1.2727,7,7,7,761.36,62.35,21.4,0.4667,0.4667,60.54,25.17,1,15.24,high,attention_issue
16.77,48.92,8,14,0.5,0.875,14,5,11,702.11,59.91,33.81,0.25,0.4231,90.54,42.43,0,38.42,high,attention_issue
11.91,67.16,13,8,1.1818,0.7273,6,5,8,853.61,42.25,20.79,0.4167,0.5333,83.12,34.56,0,28.73,high,attention_issue
40.56,98.96,2,0,0.05,0.0,22,0,1,286.22,99.78,86.62,0.0,0.0417,164.57,87.37,5,143.79,low,balanced
38.73,88.28,3,4,0.0789,0.1053,20,0,1,334.02,96.98,98.93,0.0,0.0455,166.42,80.51,4,133.99,low,balanced
37.84,92.46,0,2,0.0,0.0541,24,0,0,466.26,92.47,88.72,0.0,0.0,148.99,82.94,5,123.57,low,balanced
67.26,88.3,1,1,0.0149,0.0149,21,0,1,286.18,98.04,91.88,0.0,0.0435,180.28,91.57,4,165.07,low,balanced
27.19,72.62,3,10,0.1111,0.3704,15,4,4,679.24,76.46,58.89,0.2,0.2,122.32,58.64,4,71.73,medium,reading_issue
21.46,64.63,10,15,0.4762,0.7143,14,6,12,705.78,55.87,20.93,0.2857,0.4444,93.25,38.5,3,35.9,high,attention_issue
22.92,41.77,11,16,0.5,0.7273,7,8,9,743.06,47.2,41.37,0.5,0.5294,89.76,35.53,1,31.89,high,attention_issue
10.38,50.89,15,16,1.5,1.6,9,10,9,1080.18,52.7,46.86,0.5,0.4737,93.82,41.53,1,38.97,high,attention_issue
21.81,64.91,10,13,0.4762,0.619,6,5,9,677.36,35.3,40.28,0.4167,0.5625,98.37,45.01,0,44.28,high,attention_issue
21.91,50.32,9,18,0.4286,0.8571,8,7,8,1199.4,39.87,40.39,0.4375,0.4706,80.95,43.66,1,35.34,high,attention_issue
55.79,97.68,0,6,0.0,0.1091,22,2,3,461.13,91.53,96.23,0.08,0.1154,185.02,84.0,5,155.41,low,balanced
39.6,76.74,5,10,0.1282,0.2564,12,1,6,636.41,82.26,56.89,0.0714,0.3158,104.75,65.82,3,68.95,medium,balanced
19.05,70.53,15,9,0.7895,0.4737,11,4,8,1019.74,43.89,21.92,0.25,0.4,107.12,32.37,1,34.67,high,attention_issue
31.7,84.08,8,10,0.2581,0.3226,19,4,5,578.24,76.28,60.29,0.1667,0.2,121.03,66.14,2,80.05,medium,balanced
21.15,68.49,14,12,0.6667,0.5714,9,10,7,1132.5,64.04,16.06,0.5,0.4118,107.79,24.31,2,26.21,high,attention_issue
28.96,70.19,6,10,0.2143,0.3571,19,2,5,683.44,81.73,73.85,0.0909,0.2,111.51,62.81,3,70.04,medium,typing_issue
60.23,94.5,2,5,0.0333,0.0833,22,0,2,401.56,92.82,81.62,0.0,0.08,152.08,97.81,4,148.74,low,balanced
57.82,94.0,3,0,0.0526,0.0,24,2,2,398.79,87.28,77.8,0.0741,0.0741,177.45,83.56,5,148.29,low,balanced
11.56,47.65,11,12,1.0,1.0909,12,10,11,1080.0,39.46,29.8,0.4348,0.4583,74.63,28.21,3,21.06,high,attention_issue
12.52,40.05,13,14,1.0833,1.1667,7,6,9,1180.46,48.82,34.27,0.4286,0.5294,91.48,28.49,3,26.06,high,attention_issue
20.73,47.0,14,15,0.7,0.75,8,9,10,815.16,30.53,33.56,0.5,0.5263,94.35,29.91,2,28.21,high,attention_issue
69.19,92.86,0,4,0.0,0.058,25,1,3,286.79,92.67,89.09,0.037,0.1034,181.89,89.46,4,162.71,low,balanced
46.93,94.63,0,0,0.0,0.0,21,1,3,377.42,92.08,98.93,0.0435,0.12,184.34,90.08,4,166.05,low,balanced
47.54,97.21,1,1,0.0213,0.0213,18,2,3,410.95,99.15,98.02,0.0952,0.1364,175.23,81.33,5,142.51,low,balanced
36.76,81.13,5,3,0.1389,0.0833,12,3,2,736.67,84.49,61.09,0.1875,0.1333,141.94,63.03,3,89.46,medium,balanced
20.55,58.59,15,16,0.75,0.8,6,10,11,992.86,56.15,32.6,0.5882,0.6111,65.63,47.5,3,31.18,high,attention_issue
12.29,69.07,13,17,1.0833,1.4167,10,7,10,957.98,45.34,47.37,0.3889,0.4762,86.61,58.78,3,50.91,high,attention_issue
37.89,98.65,4,6,0.1081,0.1622,19,0,1,297.48,89.15,83.91,0.0,0.0476,209.39,90.19,5,188.84,low,balanced
9.44,54.43,12,11,1.2,1.1,11,7,11,966.95,58.49,21.69,0.3684,0.4783,101.05,41.43,1,41.87,high,attention_issue
50.29,98.12,4,3,0.08,0.06,22,0,1,335.87,99.25,86.95,0.0,0.0417,211.82,88.19,4,186.8,low,balanced
17.84,47.79,13,14,0.7647,0.8235,8,9,7,737.74,52.52,22.76,0.5,0.4375,68.58,49.54,3,33.98,high,attention_issue
25.43,85.69,5,5,0.2,0.2,13,5,4,646.75,82.96,69.93,0.2632,0.2222,145.01,75.54,3,109.54,medium,balanced
14.83,67.4,14,11,1.0,0.7857,13,4,11,707.69,43.97,17.16,0.2222,0.44,90.89,31.83,3,28.93,high,attention_issue
28.6,84.71,7,3,0.25,0.1071,16,2,3,696.13,82.62,62.36,0.1053,0.15,144.66,72.76,3,105.25,medium,balanced
20.44,77.59,5,7,0.25,0.35,19,1,5,623.8,68.56,50.08,0.0476,0.2,124.4,55.02,4,68.44,medium,reading_issue
23.63,77.11,8,8,0.3478,0.3478,20,4,7,560.17,72.31,61.75,0.16,0.25,147.05,57.3,2,84.27,medium,reading_issue
23.67,81.79,3,10,0.1304,0.4348,13,3,2,443.75,79.55,66.6,0.1765,0.125,144.81,73.78,3,106.85,medium,balanced
37.24,80.63,3,3,0.0811,0.0811,13,2,2,402.78,81.55,67.61,0.125,0.125,104.27,75.46,3,78.68,medium,balanced
36.01,71.76,3,6,0.0833,0.1667,14,5,6,428.17,64.28,47.87,0.25,0.2857,110.44,78.33,3,86.51,medium,attention_issue
24.69,79.41,4,6,0.1667,0.25,18,2,7,604.33,76.41,64.21,0.0952,0.2692,136.25,79.39,4,108.17,medium,balanced
28.54,74.29,7,3,0.25,0.1071,20,3,3,452.13,68.05,71.49,0.125,0.125,108.94,58.04,3,63.23,medium,reading_issue
38.02,75.17,4,9,0.1053,0.2368,18,4,2,564.71,70.79,56.62,0.1739,0.0952,145.25,79.8,4,115.9,medium,balanced
63.17,95.49,1,5,0.0159,0.0794,22,1,1,314.57,96.34,79.5,0.0417,0.0417,194.48,86.6,5,168.41,low,balanced
30.18,85.51,3,6,0.1,0.2,13,2,2,612.39,80.42,59.48,0.125,0.125,130.98,63.54,3,83.23,medium,balanced
20.03,65.23,8,11,0.4,0.55,9,5,11,736.82,47.75,19.85,0.3333,0.5238,77.49,45.25,0,35.06,high,attention_issue
31.91,84.85,6,5,0.1935,0.1613,18,3,6,437.62,82.46,70.59,0.1364,0.24,121.48,55.77,3,67.74,medium,reading_issue
9.85,69.7,10,7,1.0,0.7,10,8,9,785.22,64.28,35.91,0.4211,0.45,109.38,51.75,1,56.61,high,attention_issue
53.91,95.49,2,4,0.0377,0.0755,25,2,1,252.86,88.15,78.97,0.0714,0.037,168.89,98.51,4,166.37,low,balanced
21.38,66.2,14,11,0.6667,0.5238,6,8,7,658.4,58.99,43.69,0.5333,0.5,101.79,38.57,3,39.26,high,attention_issue
37.2,70.19,5,4,0.1351,0.1081,12,2,6,434.3,64.87,48.9,0.1333,0.3158,100.18,61.8,3,61.91,medium,attention_issue
14.85,58.26,8,16,0.5714,1.1429,13,8,6,676.86,40.86,21.87,0.3636,0.3,85.85,48.65,0,41.77,high,attention_issue
56.54,93.3,1,0,0.0179,0.0,21,1,2,377.03,85.61,94.52,0.0435,0.0833,147.27,94.74,4,139.52,low,balanced
34.83,86.6,6,10,0.1765,0.2941,14,2,5,471.66,75.72,56.26,0.1176,0.25,141.33,67.48,3,95.38,medium,balanced
12.23,47.29,14,9,1.1667,0.75,5,10,6,923.42,47.38,33.1,0.625,0.5,103.24,35.91,3,37.07,high,attention_issue
51.07,91.58,2,1,0.0392,0.0196,24,2,0,438.29,91.52,79.12,0.0741,0.0,217.67,95.69,4,208.28,low,balanced
8.07,44.45,10,17,1.0,1.7,5,7,12,782.34,34.41,26.19,0.5385,0.6667,84.55,22.5,1,19.02,high,attention_issue
55.65,89.64,1,4,0.0182,0.0727,24,0,1,369.94,90.64,90.38,0.0,0.0385,193.34,80.06,5,154.8,low,balanced
21.04,77.91,6,8,0.2857,0.381,18,2,2,630.02,64.6,68.98,0.0952,0.0952,108.9,58.97,3,64.22,medium,reading_issue
20.1,55.29,12,15,0.6,0.75,11,9,11,819.35,31.43,42.3,0.4286,0.4783,100.92,40.44,3,40.81,high,attention_issue
39.44,86.01,4,8,0.1026,0.2051,18,1,2,619.7,64.94,57.81,0.05,0.0952,137.15,57.04,3,78.23,medium,reading_issue
53.49,94.0,2,0,0.0377,0.0,23,0,2,375.63,89.89,81.23,0.0,0.0769,153.57,81.89,4,125.76,low,balanced
15.44,44.3,14,16,0.9333,1.0667,9,10,12,1049.69,43.2,27.61,0.5,0.5455,64.09,45.77,3,29.33,high,attention_issue
46.35,96.58,2,4,0.0435,0.087,19,1,1,385.3,99.35,96.09,0.0476,0.0476,163.69,86.06,4,140.87,low,balanced
39.71,95.65,3,6,0.0769,0.1538,20,1,2,347.77,86.93,84.36,0.0455,0.087,194.05,80.01,5,155.26,low,balanced
31.2,71.95,4,7,0.129,0.2258,12,2,7,421.44,76.76,55.08,0.1333,0.35,132.45,76.33,3,101.1,medium,typing_issue
46.82,94.61,0,2,0.0,0.0435,20,1,2,253.07,98.96,97.36,0.0455,0.087,149.95,97.61,4,146.36,low,balanced
9.78,68.44,12,7,1.2,0.7,9,9,9,753.88,52.85,30.78,0.4737,0.4737,91.65,32.45,2,29.74,high,attention_issue
28.35,86.76,8,9,0.2857,0.3214,16,5,3,501.47,72.67,54.15,0.2273,0.15,105.77,60.57,3,64.07,medium,balanced
47.81,94.05,3,3,0.0638,0.0638,23,1,1,331.35,88.68,83.49,0.04,0.04,213.76,80.87,4,172.86,low,balanced
13.28,65.7,15,15,1.1538,1.1538,7,8,7,762.26,58.07,49.96,0.5,0.4667,68.08,41.0,3,27.91,high,attention_issue
64.98,88.17,1,3,0.0156,0.0469,22,1,0,473.1,94.3,81.43,0.0417,0.0,179.56,94.18,5,169.11,low,balanced
38.15,97.41,0,0,0.0,0.0,18,2,0,357.71,93.27,82.25,0.0952,0.0,153.23,82.18,5,125.92,low,balanced
50.55,89.45,2,2,0.04,0.04,25,2,0,396.73,91.75,78.1,0.0714,0.0,211.14,97.02,4,204.84,low,balanced
11.52,63.48,15,15,1.3636,1.3636,9,5,7,1082.48,48.91,26.13,0.3333,0.4118,107.65,21.64,0,23.29,high,attention_issue
45.59,98.32,0,3,0.0,0.0667,20,1,3,454.33,96.5,92.07,0.0455,0.125,158.27,99.68,4,157.77,low,balanced
65.23,95.91,3,3,0.0462,0.0462,23,0,3,383.26,88.26,99.89,0.0,0.1111,171.27,97.63,4,167.22,low,balanced
19.11,54.71,9,18,0.4737,0.9474,7,9,8,760.68,30.32,29.63,0.5294,0.5,80.51,55.6,1,44.76,high,attention_issue
22.35,76.43,6,7,0.2727,0.3182,17,3,5,520.52,79.05,56.87,0.1429,0.2174,112.86,73.57,2,83.03,medium,balanced
22.86,70.29,7,5,0.3182,0.2273,17,4,5,577.9,68.4,74.54,0.1818,0.2174,108.12,61.62,2,66.63,medium,typing_issue
29.2,81.22,8,3,0.2759,0.1034,16,3,4,495.05,79.75,69.78,0.15,0.1905,142.71,55.0,4,78.49,medium,reading_issue
36.69,73.83,4,5,0.1111,0.1389,14,4,5,436.43,65.22,51.95,0.2105,0.25,141.96,69.22,4,98.27,medium,typing_issue
21.68,43.71,11,13,0.5238,0.619,10,4,11,677.85,57.84,27.83,0.2667,0.5,100.69,52.01,3,52.38,high,attention_issue
20.38,79.88,4,3,0.2,0.15,20,5,4,739.12,66.45,59.02,0.1923,0.16,135.02,56.88,2,76.8,medium,reading_issue
34.46,77.25,8,5,0.2353,0.1471,19,1,5,666.51,74.95,73.73,0.0476,0.2,143.12,73.47,3,105.15,medium,balanced
50.35,94.11,2,2,0.04,0.04,25,1,0,455.53,98.19,95.04,0.037,0.0,172.37,83.36,4,143.68,low,balanced
39.45,80.89,8,4,0.2051,0.1026,19,1,5,496.76,76.76,50.12,0.0476,0.2,144.03,59.56,4,85.78,medium,reading_issue
16.62,45.17,9,10,0.5625,0.625,6,5,11,745.31,64.12,36.73,0.4167,0.6111,106.41,39.86,1,42.41,high,attention_issue
16.77,50.56,13,9,0.8125,0.5625,14,10,8,794.18,56.58,29.14,0.4,0.3478,77.56,40.31,0,31.26,high,attention_issue
36.43,82.06,7,9,0.1944,0.25,13,1,6,492.14,67.54,59.94,0.0667,0.3,135.87,56.58,4,76.88,medium,reading_issue
41.38,95.54,4,3,0.0976,0.0732,20,1,1,304.02,92.61,88.88,0.0455,0.0455,152.66,85.0,4,129.76,low,balanced
41.85,91.66,0,2,0.0,0.0488,25,1,2,408.55,85.51,99.81,0.037,0.0714,175.26,88.0,5,154.23,low,balanced
64.66,96.51,1,6,0.0156,0.0938,20,2,0,395.33,90.29,82.88,0.087,0.0,170.13,98.38,4,167.37,low,balanced
38.63,79.63,4,7,0.1053,0.1842,14,4,3,676.31,61.64,70.39,0.2105,0.1667,107.99,66.61,2,71.93,medium,balanced
23.11,48.58,9,10,0.3913,0.4348,5,10,12,1082.11,59.41,24.22,0.625,0.6667,61.8,44.84,2,27.71,high,attention_issue
21.57,75.7,7,10,0.3333,0.4762,13,1,7,525.61,78.96,64.14,0.0667,0.3333,107.63,76.19,2,82.0,medium,balanced
39.92,91.24,3,1,0.0769,0.0256,24,0,2,460.91,88.92,89.78,0.0,0.0741,166.61,85.43,4,142.34,low,balanced
10.98,51.25,8,11,0.8,1.1,10,8,7,760.16,42.57,45.87,0.4211,0.3889,93.62,42.65,2,39.93,high,attention_issue
22.67,44.34,11,17,0.5,0.7727,14,5,11,690.69,33.28,36.52,0.25,0.4231,90.2,45.79,0,41.3,high,attention_issue
21.09,82.56,3,7,0.1429,0.3333,12,1,6,494.92,81.54,74.59,0.0714,0.3158,125.05,60.02,3,75.06,medium,balanced
28.09,79.66,5,5,0.1786,0.1786,12,5,3,687.18,63.61,59.58,0.2778,0.1875,111.68,70.19,2,78.39,medium,balanced
22.32,75.56,5,3,0.2273,0.1364,16,5,7,598.53,80.11,46.24,0.2273,0.2917,123.38,65.61,2,80.94,medium,attention_issue
57.25,90.49,3,1,0.0526,0.0175,23,1,0,405.33,95.42,92.87,0.04,0.0,185.23,80.1,4,148.37,low,balanced
15.74,64.19,15,18,1.0,1.2,13,6,10,1038.78,37.88,28.35,0.3,0.4167,78.06,41.34,3,32.27,high,attention_issue
21.24,45.33,8,17,0.381,0.8095,6,5,12,1021.55,63.13,21.1,0.4167,0.6316,74.51,46.05,3,34.31,high,attention_issue
63.65,96.92,2,4,0.0317,0.0635,21,2,0,296.82,95.04,86.11,0.0833,0.0,199.42,87.44,5,174.38,low,balanced
46.45,89.9,1,1,0.0217,0.0217,23,2,3,316.85,89.21,92.06,0.0769,0.1111,168.17,97.62,4,164.16,low,balanced
28.89,70.85,3,4,0.1071,0.1429,13,1,6,462.08,62.09,46.43,0.0667,0.3,113.92,78.79,3,89.76,medium,attention_issue
54.83,93.87,1,3,0.0185,0.0556,19,2,1,464.85,85.16,95.93,0.0909,0.0476,189.75,84.07,4,159.52,low,balanced
33.94,77.64,4,10,0.1212,0.303,13,4,7,654.03,84.59,56.12,0.2222,0.3333,140.58,70.31,2,98.85,medium,balanced
8.48,52.56,14,6,1.4,0.6,14,10,6,1126.65,47.96,17.67,0.4,0.2857,92.18,30.29,3,27.92,high,attention_issue
24.44,56.15,14,16,0.5833,0.6667,11,9,6,1091.77,60.69,37.61,0.4286,0.3333,107.92,30.63,3,33.05,high,attention_issue
15.37,53.13,14,15,0.9333,1.0,12,6,11,1156.55,56.58,25.89,0.3158,0.4583,65.55,42.73,1,28.01,high,attention_issue
23.38,72.75,6,9,0.2609,0.3913,19,1,2,491.53,83.56,67.35,0.0476,0.0909,148.76,65.78,2,97.85,medium,typing_issue
45.79,89.76,1,3,0.0222,0.0667,21,0,3,276.88,97.65,97.9,0.0,0.12,213.82,84.83,4,181.37,low,balanced
35.19,70.09,5,7,0.1429,0.2,20,5,5,693.42,67.89,72.07,0.1923,0.1923,135.59,65.13,4,88.31,medium,typing_issue
16.96,56.45,8,16,0.5,1.0,5,6,12,971.71,63.9,37.0,0.5,0.6667,103.25,56.64,2,58.48,high,attention_issue
27.69,83.0,5,8,0.1852,0.2963,13,5,3,426.08,69.83,60.54,0.2632,0.1765,122.77,70.45,3,86.49,medium,balanced
15.43,50.46,13,12,0.8667,0.8,6,4,12,840.99,55.31,22.24,0.3636,0.6316,79.87,59.56,0,47.57,high,attention_issue
12.29,69.76,10,16,0.8333,1.3333,12,6,8,797.43,36.58,31.42,0.3158,0.381,66.77,45.85,0,30.61,high,attention_issue
16.95,56.15,9,17,0.5625,1.0625,9,6,12,744.01,36.72,42.31,0.375,0.5455,103.43,46.1,0,47.69,high,attention_issue
8.34,61.54,9,9,0.9,0.9,10,8,11,1094.94,61.4,39.73,0.4211,0.5,61.08,38.62,0,23.59,high,attention_issue
36.32,96.89,2,0,0.0556,0.0,21,1,2,395.68,86.51,80.13,0.0435,0.0833,178.69,97.15,5,173.59,low,balanced
39.85,89.85,1,4,0.0256,0.1026,20,1,0,362.28,85.55,89.97,0.0455,0.0,160.76,87.97,4,141.42,low,balanced
24.67,72.4,5,3,0.2083,0.125,12,1,5,712.42,80.01,59.44,0.0714,0.2778,105.31,63.72,4,67.1,medium,typing_issue
22.92,72.26,6,6,0.2727,0.2727,20,5,2,408.56,78.57,45.17,0.1923,0.087,115.44,75.69,3,87.37,medium,attention_issue
26.79,87.44,6,4,0.2308,0.1538,18,4,2,597.1,63.03,64.81,0.1739,0.0952,137.89,68.4,4,94.32,medium,balanced
14.83,69.57,9,6,0.6429,0.4286,5,9,12,898.16,59.87,42.85,0.6,0.6667,99.01,54.14,1,53.61,high,attention_issue
